Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Last Name,Segment,City Type,Region,State,Postal Code,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-000743,08-03-2019,12-03-2019,Standard Class,CUST-00347,Aditya,Mukherjee,Corporate,Tier 1,East,West Bengal,420740.0,Grocery,Beverages,725.56,3.0,0.15,45.35
ORD-000744,19-05-2021,24-05-2021,Second Class,CUST-00592,Meera,Joshi,Corporate,Tier 1,East,Jharkhand,608858.0,Furniture,Furnishings,18985.19,4.0,0.1,3706.05
ORD-000745,19-06-2020,25-06-2020,Standard Class,CUST-00169,Reyansh,Iyer,Consumer,Tier 1,North,Uttar Pradesh,869902.0,Electronics,Laptops,29300.86,3.0,0.15,5950.89
ORD-000746,08-04-2020,10-04-2020,,CUST-00018,Aditya,Patel,SMB,Tier 2,East,Odisha,661485.0,Grocery,Beverages,1202.43,2.0,0.2,180.94
ORD-000747,17-12-2023,18-12-2023,Standard Class,CUST-00536,Ishaan,Patel,SMB,Tier 2,West,Madhya Pradesh,882166.0,Grocery,Household,1244.43,4.0,0.0,56.3
ORD-000748,26-01-2019,01-02-2019,Same Day,CUST-00413,Krishna,Iyer,SMB,Tier 2,North,Delhi,612862.0,Grocery,Household,1640.11,4.0,0.3,149.01
ORD-000749,20-10-2020,22-10-2020,First Class,CUST-00147,Anika,Mukherjee,SMB,Tier 1,North,Delhi,868815.0,Furniture,Tables,28411.32,4.0,0.2,4810.29
ORD-000750,21-05-2021,25-05-2021,Standard Class,CUST-00018,Aditya,Patel,SMB,Tier 2,East,Odisha,283917.0,Electronics,Accessories,121288.22,5.0,0.05,7494.44
ORD-000751,18-01-2020,21-01-2020,Second Class,CUST-00193,Vihaan,Bose,SMB,Tier 1,East,Bihar,413559.0,Grocery,Staples,1240.96,3.0,0.05,292.75
ORD-000752,11-11-2019,17-11-2019,Same Day,CUST-00068,Diya,Chatterjee,SMB,Tier 2,South,Telangana,342095.0,Furniture,Chairs,13898.49,2.0,0.1,1788.07
ORD-000753,01-01-2022,02-01-2022,First Class,CUST-00062,Vihaan,Sharma,SMB,Tier 1,North,Uttar Pradesh,137122.0,Clothing,Kidswear,1641.38,1.0,0.0,416.0
ORD-000754,21-12-2019,25-12-2019,Second Class,CUST-00570,Vivaan,Mukherjee,Corporate,Tier 2,South,Karnataka,868229.0,Electronics,Mobiles,20563.97,1.0,0.0,2753.31
ORD-000755,31-05-2019,02-06-2019,First Class,CUST-00482,Aadhya,Patel,Consumer,Tier 2,West,Maharashtra,181099.0,Clothing,Menswear,1081.1,1.0,0.3,112.35
ORD-000756,20-03-2023,24-03-2023,Same Day,CUST-00057,Krishna,Das,SMB,Tier 1,West,Maharashtra,549917.0,Electronics,Mobiles,61949.74,3.0,0.0,2296.28
ORD-000757,08-04-2020,15-04-2020,Same Day,CUST-00403,Vihaan,Verma,SMB,Tier 2,West,Maharashtra,852985.0,Clothing,Menswear,4176.96,3.0,0.0,804.96
ORD-000758,03-03-2021,04-03-2021,First Class,CUST-00466,Krishna,Iyer,Consumer,Tier 2,East,Odisha,473047.0,Electronics,Laptops,38729.14,2.0,0.2,6760.43
ORD-000759,28-03-2019,04-04-2019,Same Day,CUST-00029,Reyansh,Verma,Corporate,Tier 2,West,Gujarat,625343.0,Clothing,Womenswear,1709.9,2.0,0.1,34.32
ORD-000760,25-03-2023,26-03-2023,First Class,CUST-00329,Vihaan,Singh,Consumer,Village,West,Gujarat,111914.0,Electronics,Mobiles,60006.55,3.0,0.3,7871.63
ORD-000761,18-11-2022,21-11-2022,Same Day,CUST-00441,Ishaan,Mukherjee,Consumer,Tier 1,North,Punjab,681506.0,Electronics,Mobiles,29103.8,3.0,0.2,5160.9
ORD-000762,11-09-2022,13-09-2022,Same Day,CUST-00590,Kavya,Chatterjee,Corporate,Tier 1,North,Delhi,124455.0,Grocery,Staples,411.34,1.0,0.1,73.98
ORD-000763,07-11-2022,09-11-2022,Same Day,CUST-00561,Kavya,Rao,Corporate,Tier 1,South,Kerala,657752.0,Grocery,Staples,3175.47,5.0,0.0,897.12
ORD-000764,26-08-2019,28-08-2019,Same Day,CUST-00131,Myra,Iyer,Corporate,Tier 2,West,Goa,475163.0,Electronics,Laptops,65178.39,5.0,0.1,15874.78
ORD-000765,13-03-2020,20-03-2020,Standard Class,CUST-00202,Vihaan,Sharma,Consumer,Tier 2,North,Haryana,775879.0,Grocery,Staples,391.35,1.0,0.1,53.11
ORD-000766,21-01-2019,27-01-2019,First Class,CUST-00445,Kavya,Reddy,Corporate,Tier 2,West,Maharashtra,443059.0,Grocery,Household,2397.21,5.0,0.2,249.61
ORD-000767,20-08-2019,23-08-2019,First Class,CUST-00454,Priya,Patel,Corporate,Tier 1,West,Goa,373798.0,Furniture,Storage,21503.85,4.0,0.2,5353.51
ORD-000768,18-03-2021,24-03-2021,Standard Class,CUST-00578,Priya,Nair,Corporate,Tier 1,West,Maharashtra,483222.0,Grocery,Beverages,2609.94,4.0,0.15,316.49
ORD-000769,10-09-2019,12-09-2019,Same Day,CUST-00571,Myra,Chatterjee,Consumer,Tier 2,South,Telangana,767090.0,Grocery,Snacks,1562.69,3.0,0.05,99.52
ORD-000770,07-07-2023,09-07-2023,First Class,CUST-00352,Rohan,Singh,Consumer,Tier 2,South,Tamil Nadu,242088.0,Electronics,Accessories,48282.58,3.0,0.3,3595.67
ORD-000771,30-05-2020,01-06-2020,Second Class,CUST-00292,Saanvi,Bose,Corporate,Tier 2,South,Andhra Pradesh,297912.0,Clothing,Womenswear,3752.1,3.0,0.05,11.28
ORD-000772,02-05-2019,03-05-2019,Same Day,CUST-00151,Ananya,Gupta,Corporate,Tier 2,West,Maharashtra,405437.0,Electronics,Accessories,54665.46,3.0,0.0,1623.01
ORD-000773,2023/11/16,18-11-2023,First Class,CUST-00112,Meera,Nair,SMB,Tier 1,West,Goa,596699.0,Electronics,Laptops,42808.64,2.0,0.3,6903.65
ORD-000774,29-07-2023,01-08-2023,Second Class,CUST-00403,Vihaan,Verma,SMB,Tier 2,West,Maharashtra,609972.0,Grocery,Staples,960.34,2.0,0.5,88.03
ORD-000775,11-03-2022,16-03-2022,Same Day,CUST-00569,Priya,Bose,Corporate,Tier 2,North,Haryana,614471.0,Grocery,Staples,1578.3,4.0,0.5,129.69
ORD-000776,09-02-2021,14-02-2021,Standard Class,CUST-00543,Anika,Nair,SMB,Tier 2,North,Delhi,588715.0,Electronics,Cameras,56385.7,4.0,0.0,4424.23
ORD-000777,25-02-2022,27-02-2022,Second Class,CUST-00437,Myra,Gupta,SMB,Tier 1,South,Andhra Pradesh,600430.0,Clothing,Kidswear,3042.07,2.0,0.3,266.42
ORD-000778,02-09-2019,04-09-2019,Same Day,CUST-00434,Anika,Das,Consumer,Tier 1,North,Rajasthan,759848.0,Electronics,Laptops,10170.05,1.0,0.3,1608.71
ORD-000779,19-02-2022,25-02-2022,Standard Class,CUST-00511,Myra,Mukherjee,SMB,Village,South,Andhra Pradesh,168639.0,Grocery,Household,378.48,1.0,0.5,14.31
ORD-000780,02-01-2019,07-01-2019,Second Class,CUST-00050,Sai,Joshi,Consumer,Tier 1,West,Madhya Pradesh,767099.0,Furniture,Storage,14400.52,3.0,0.5,1662.29
ORD-000781,05-12-2023,12-12-2023,Second Class,CUST-00127,Ishaan,Iyer,SMB,Tier 1,East,West Bengal,519147.0,Electronics,Mobiles,93545.3,5.0,0.1,2611.42
ORD-000782,14-10-2023,21-10-2023,Standard Class,CUST-00405,Priya,Verma,SMB,Tier 2,West,Gujarat,618648.0,Clothing,Menswear,2463.01,2.0,0.0,270.12
ORD-000783,16-05-2022,21-05-2022,Same Day,CUST-00103,Kavya,Chatterjee,Corporate,Village,South,Tamil Nadu,145869.0,Clothing,Womenswear,4540.35,4.0,0.15,696.86
ORD-000784,20-01-2019,25-01-2019,First Class,CUST-00335,Aarav,Verma,Corporate,Tier 1,South,Telangana,309978.0,Furniture,Chairs,20331.12,4.0,0.0,3139.0
ORD-000785,07-08-2019,12-08-2019,Same Day,CUST-00095,Vivaan,Nair,Consumer,Tier 2,East,West Bengal,150825.0,Clothing,Womenswear,331.16,1.0,0.0,79.72
ORD-000786,16-06-2023,22-06-2023,Same Day,CUST-00486,Vihaan,Patel,SMB,Village,North,Uttar Pradesh,183594.0,Electronics,Accessories,98033.22,5.0,0.0,20761.82
ORD-000787,23-09-2020,28-09-2020,Same Day,CUST-00138,Priya,Iyer,Corporate,Tier 2,West,Maharashtra,523444.0,Electronics,Cameras,65740.51,4.0,0.0,16552.89
ORD-000788,11-10-2019,15-10-2019,First Class,CUST-00236,Diya,Gupta,Corporate,Tier 1,West,Madhya Pradesh,290300.0,Furniture,Storage,8303.98,3.0,0.5,1065.74
ORD-000789,19-01-2019,24-01-2019,Second Class,CUST-00092,Isha,Chatterjee,SMB,Tier 2,East,Jharkhand,679576.0,Furniture,Chairs,4220.84,1.0,0.5,289.63
ORD-000790,12-09-2023,14-09-2023,Same Day,CUST-00570,Vivaan,Mukherjee,Corporate,Tier 2,South,Karnataka,885552.0,Electronics,Accessories,9552.14,1.0,0.05,1933.69
ORD-000791,14-02-2019,21-02-2019,Standard Class,CUST-00199,Diya,Nair,SMB,Tier 2,West,Gujarat,588354.0,Clothing,Womenswear,4936.75,3.0,0.2,856.97
ORD-000792,01-11-2022,05-11-2022,Second Class,CUST-00088,Ananya,Mukherjee,Corporate,Tier 2,West,Gujarat,144728.0,Grocery,Household,1196.33,3.0,0.1,93.89
ORD-000793,13-04-2023,17-04-2023,First Class,CUST-00303,Aadhya,Reddy,SMB,Village,East,Bihar,138474.0,Clothing,Menswear,7460.66,5.0,0.1,728.5
ORD-000794,22-08-2021,23-08-2021,Same Day,CUST-00217,Aadhya,Nair,Consumer,Tier 2,West,Gujarat,745113.0,Furniture,Furnishings,43721.94,5.0,0.2,7780.58
ORD-000795,03-01-2021,07-01-2021,First Class,CUST-00333,Aadhya,Mukherjee,Corporate,Village,North,Delhi,660436.0,Clothing,Menswear,1725.15,1.0,0.0,403.18
ORD-000796,04-01-2022,05-01-2022,Standard Class,CUST-00344,Aadhya,Chatterjee,Corporate,Tier 2,South,Andhra Pradesh,497096.0,Grocery,Beverages,3218.19,5.0,0.0,210.15
ORD-000797,16-04-2019,23-04-2019,Second Class,CUST-00252,Reyansh,Das,Corporate,Tier 2,South,Telangana,471956.0,Clothing,Kidswear,3812.52,3.0,0.3,336.9
ORD-000798,11-01-2019,13-01-2019,Same Day,CUST-00133,Arjun,Bose,Corporate,Tier 2,South,Telangana,570328.0,Electronics,Cameras,44328.52,3.0,0.05,8018.31
ORD-000799,18-04-2023,22-04-2023,,CUST-00301,Kavya,Menon,Consumer,Tier 1,North,Rajasthan,490234.0,Furniture,Chairs,23880.04,4.0,0.2,3606.08
ORD-000800,22-02-2019,26-02-2019,Standard Class,CUST-00508,Anika,Patel,Corporate,Tier 1,West,Goa,150894.0,Grocery,Household,294.29,1.0,0.05,23.01
ORD-000801,18-11-2020,24-11-2020,Second Class,CUST-00422,Aditya,Singh,Corporate,Tier 1,North,Haryana,161574.0,Furniture,Chairs,33272.06,5.0,0.0,10307.72
ORD-000802,17-04-2021,20-04-2021,Same Day,CUST-00109,Aadhya,Gupta,Consumer,Village,East,West Bengal,130567.0,Furniture,Storage,4792.04,1.0,0.15,612.75
ORD-000803,12-10-2023,19-10-2023,Same Day,CUST-00372,Vihaan,Bose,Corporate,Tier 2,West,Maharashtra,116147.0,Electronics,Mobiles,39316.11,5.0,0.3,1558.4
ORD-000804,13-07-2021,20-07-2021,Second Class,CUST-00450,Ishaan,Chatterjee,Corporate,Tier 1,East,Jharkhand,848324.0,Clothing,Menswear,6563.92,3.0,0.0,1393.68
ORD-000805,05-06-2019,12-06-2019,Standard Class,CUST-00238,Anika,Rao,Corporate,Tier 1,North,Haryana,677309.0,Clothing,Womenswear,1016.61,2.0,0.0,145.25
ORD-000806,02-08-2020,08-08-2020,Standard Class,CUST-00065,Ananya,Nair,SMB,Tier 2,West,Gujarat,679805.0,Grocery,Snacks,1140.8,3.0,0.0,167.47
ORD-000807,2020/01/30,04-02-2020,First Class,CUST-00360,Anika,Verma,SMB,Village,East,Bihar,196667.0,Furniture,Tables,8043.63,5.0,0.3,1299.76
ORD-000808,18-09-2023,19-09-2023,First Class,CUST-00115,Reyansh,Patel,Consumer,Tier 2,South,Telangana,241592.0,Electronics,Laptops,18371.82,1.0,0.1,5015.17
ORD-000809,14-04-2019,15-04-2019,First Class,CUST-00302,Sai,Nair,Consumer,Village,South,Kerala,348714.0,Clothing,Menswear,3727.65,3.0,0.3,457.28
ORD-000810,25-11-2022,26-11-2022,Same Day,CUST-00034,Vihaan,Sharma,SMB,Tier 1,South,Kerala,849322.0,Electronics,Mobiles,43696.15,3.0,0.1,12095.46
ORD-000811,18-07-2023,21-07-2023,First Class,CUST-00281,Saanvi,Bose,Consumer,Tier 2,West,Madhya Pradesh,512133.0,Electronics,Cameras,69323.55,3.0,0.2,14223.34
ORD-000812,22-11-2021,24-11-2021,First Class,CUST-00426,Meera,Singh,SMB,Tier 1,South,Telangana,471883.0,Furniture,Chairs,22917.49,3.0,0.1,6303.22
ORD-000813,06-10-2021,13-10-2021,Second Class,CUST-00312,Myra,Rao,Corporate,Tier 2,East,West Bengal,402777.0,Electronics,Accessories,80552.14,5.0,0.1,15785.39
ORD-000814,28-08-2021,29-08-2021,First Class,CUST-00419,Priya,Nair,Consumer,Tier 1,East,West Bengal,233874.0,Furniture,Chairs,47691.27,5.0,0.2,7383.18
ORD-000815,16-04-2019,23-04-2019,Second Class,CUST-00255,Reyansh,Menon,Consumer,Tier 1,South,Karnataka,728919.0,Grocery,Snacks,1204.78,3.0,0.05,154.13
ORD-000816,02-10-2019,08-10-2019,Standard Class,CUST-00394,Meera,Das,Corporate,Tier 2,West,Madhya Pradesh,853568.0,Furniture,Tables,28598.89,4.0,0.3,6193.0
ORD-000817,30-04-2023,02-05-2023,Same Day,CUST-00213,Ishaan,Mukherjee,Consumer,Tier 2,North,Delhi,131356.0,Electronics,Accessories,50248.95,4.0,0.3,5382.26
ORD-000818,01-09-2023,07-09-2023,Same Day,CUST-00303,Aadhya,Reddy,SMB,Village,East,Bihar,363130.0,Furniture,Storage,13120.24,3.0,0.2,2689.72
ORD-000819,29-12-2021,30-12-2021,Second Class,CUST-00535,Isha,Mukherjee,Consumer,Village,South,Andhra Pradesh,730153.0,Clothing,Kidswear,3868.53,4.0,0.5,460.76
ORD-000820,25-12-2023,28-12-2023,Standard Class,CUST-00065,Ananya,Nair,SMB,Tier 2,West,Gujarat,382119.0,Electronics,Laptops,18115.22,3.0,0.05,3542.33
ORD-000821,16-03-2019,17-03-2019,Second Class,CUST-00331,Sai,Verma,Corporate,Tier 1,North,Punjab,631609.0,Clothing,Kidswear,952.94,1.0,0.2,110.5
ORD-000822,16-05-2019,18-05-2019,Second Class,CUST-00306,Krishna,Das,Consumer,Village,East,Odisha,108494.0,Furniture,Tables,14278.26,2.0,0.5,1434.26
ORD-000823,2022/12/06,09-12-2022,Standard Class,CUST-00483,Isha,Singh,Corporate,Tier 2,East,Jharkhand,128363.0,Electronics,Accessories,41572.06,3.0,0.0,10274.61
ORD-000824,02-09-2020,08-09-2020,First Class,CUST-00380,Anika,Mukherjee,Corporate,Tier 1,North,Punjab,254186.0,Clothing,Footwear,7701.68,5.0,0.1,949.85
ORD-000825,02-04-2021,06-04-2021,First Class,CUST-00146,Reyansh,Gupta,Corporate,Tier 1,North,Delhi,112393.0,Furniture,Furnishings,3439.82,1.0,0.15,495.01
ORD-000826,06-05-2022,07-05-2022,Standard Class,CUST-00373,Myra,Chatterjee,Corporate,Village,South,Telangana,843279.0,Grocery,Snacks,1159.17,5.0,0.5,114.24
ORD-000827,27-05-2020,01-06-2020,First Class,CUST-00475,Sai,Sharma,Consumer,Tier 2,North,Uttar Pradesh,578706.0,Electronics,Laptops,22975.19,1.0,0.05,5054.52
ORD-000828,25-12-2020,28-12-2020,Second Class,CUST-00500,Priya,Joshi,Corporate,Tier 1,North,Haryana,409271.0,Clothing,Womenswear,150.0,3.0,0.05,23.43
ORD-000829,27-05-2021,28-05-2021,Second Class,CUST-00098,Vivaan,Menon,Consumer,Tier 2,West,Madhya Pradesh,262155.0,Furniture,Tables,33496.01,4.0,0.15,4044.41
ORD-000830,27-09-2021,30-09-2021,Standard Class,CUST-00095,Vivaan,Nair,Consumer,Tier 2,East,West Bengal,174018.0,Furniture,Chairs,17231.85,3.0,0.2,2248.42
ORD-000831,29-04-2020,03-05-2020,First Class,CUST-00333,Aadhya,Mukherjee,Corporate,Village,North,Delhi,327799.0,Grocery,Beverages,1922.57,4.0,0.5,229.63
ORD-000832,09-03-2023,16-03-2023,First Class,CUST-00129,Ananya,Sharma,Consumer,Village,East,West Bengal,804783.0,Electronics,Mobiles,16921.25,2.0,0.2,2425.02
ORD-000833,09-02-2022,14-02-2022,Standard Class,CUST-00210,Reyansh,Mukherjee,Consumer,Tier 1,East,Odisha,111949.0,Grocery,Household,1575.87,3.0,0.5,38.09
ORD-000834,27-10-2023,03-11-2023,First Class,CUST-00200,Ananya,Reddy,Corporate,Tier 1,East,Bihar,355050.0,Furniture,Tables,5974.99,1.0,0.2,755.85
ORD-000835,09-12-2020,15-12-2020,Second Class,CUST-00396,Aarav,Gupta,SMB,Tier 1,South,Andhra Pradesh,806922.0,Electronics,Cameras,31738.29,4.0,0.3,1468.56
ORD-000836,11-05-2020,18-05-2020,Same Day,CUST-00043,Ananya,Singh,SMB,Tier 2,South,Tamil Nadu,546125.0,Electronics,Laptops,11576.46,1.0,0.0,1730.04
ORD-000837,13-10-2021,17-10-2021,First Class,CUST-00414,Vihaan,Gupta,SMB,Tier 2,South,Telangana,671004.0,Clothing,Menswear,1513.79,1.0,0.15,212.27
ORD-000838,24-09-2021,29-09-2021,First Class,CUST-00080,Krishna,Bose,Corporate,Village,East,Jharkhand,627083.0,Clothing,Footwear,5272.79,5.0,0.3,175.97
ORD-000839,20-04-2022,26-04-2022,Same Day,CUST-00070,Saanvi,Patel,Consumer,Tier 2,South,Telangana,211605.0,Grocery,Beverages,489.2,1.0,0.5,5.34
ORD-000840,23-06-2019,25-06-2019,Second Class,CUST-00463,Diya,Das,Corporate,Tier 1,West,Madhya Pradesh,327332.0,Grocery,Snacks,2062.29,4.0,0.05,71.66
ORD-000841,20-01-2019,21-01-2019,Standard Class,CUST-00265,Ananya,Iyer,Consumer,Village,South,Telangana,534108.0,Grocery,Beverages,1106.91,3.0,0.0,60.84
ORD-000842,19-11-2020,21-11-2020,Standard Class,CUST-00045,Reyansh,Verma,Corporate,Tier 2,East,West Bengal,634398.0,Electronics,Mobiles,30808.13,2.0,0.05,6691.63
ORD-000843,22-03-2023,25-03-2023,Same Day,CUST-00295,Krishna,Patel,SMB,Tier 2,East,West Bengal,688406.0,Furniture,Storage,24779.9,3.0,0.05,4054.66
ORD-000844,09-05-2022,13-05-2022,Second Class,CUST-00005,Ananya,Patel,Corporate,Tier 1,North,Delhi,432328.0,Grocery,Staples,869.42,2.0,0.5,93.66
ORD-000845,12-09-2020,16-09-2020,Same Day,CUST-00176,Isha,Verma,SMB,Tier 2,North,Punjab,490148.0,Electronics,Mobiles,50902.24,2.0,0.05,10906.93
ORD-000846,18-07-2021,22-07-2021,Same Day,CUST-00447,Rohan,Rao,Corporate,Tier 2,West,Madhya Pradesh,470812.0,Furniture,Tables,7354.01,1.0,0.0,1170.52
ORD-000847,08-06-2023,15-06-2023,Second Class,CUST-00575,Vihaan,Menon,Consumer,Tier 1,North,Haryana,649370.0,Furniture,Furnishings,7194.81,1.0,0.2,426.27
ORD-000848,10-04-2023,12-04-2023,First Class,CUST-00161,Aarav,Verma,Consumer,Tier 2,North,Rajasthan,653935.0,Furniture,Storage,11305.0,2.0,0.0,2978.18
ORD-000849,05-08-2019,10-08-2019,Second Class,CUST-00069,Saanvi,Sharma,Corporate,Tier 2,North,Punjab,100359.0,Grocery,Snacks,306.23,2.0,0.3,33.86
ORD-000850,25-06-2023,01-07-2023,First Class,CUST-00410,Kavya,Verma,Consumer,Tier 1,South,Karnataka,183167.0,Grocery,Snacks,1090.4,2.0,0.1,275.55
ORD-000851,17-01-2019,21-01-2019,,CUST-00034,Vihaan,Sharma,SMB,Tier 1,South,Kerala,552011.0,Furniture,Furnishings,17869.34,3.0,0.0,1385.64
ORD-000852,19-02-2021,25-02-2021,First Class,CUST-00417,Rohan,Reddy,Corporate,Tier 1,South,Kerala,696478.0,Electronics,Accessories,37602.03,2.0,0.2,8719.07
ORD-000853,21-10-2020,25-10-2020,First Class,CUST-00262,Kavya,Rao,SMB,Tier 1,South,Andhra Pradesh,367765.0,Electronics,Mobiles,46342.67,3.0,0.1,6897.4
ORD-000854,19-07-2022,22-07-2022,Second Class,CUST-00150,Anika,Menon,Consumer,Tier 1,North,Uttar Pradesh,710217.0,Clothing,Womenswear,6137.76,5.0,0.05,1734.02
ORD-000855,10-03-2019,15-03-2019,Second Class,CUST-00505,Vihaan,Verma,Corporate,Tier 1,North,Delhi,885728.0,Furniture,Furnishings,21454.44,5.0,0.0,4187.44
ORD-000856,05-04-2021,08-04-2021,Standard Class,CUST-00415,Myra,Reddy,Corporate,Village,West,Madhya Pradesh,192719.0,Electronics,Laptops,86219.88,4.0,0.5,5900.0
ORD-000857,15-06-2020,19-06-2020,Second Class,CUST-00063,Ishaan,Verma,Corporate,Tier 1,West,Maharashtra,657213.0,Furniture,Chairs,41536.8,4.0,0.2,1676.3
ORD-000858,23-08-2019,27-08-2019,Same Day,CUST-00213,Ishaan,Mukherjee,Consumer,Tier 2,North,Delhi,286164.0,Electronics,Accessories,78725.04,3.0,0.0,11926.07
ORD-000859,13-06-2023,15-06-2023,First Class,CUST-00199,Diya,Nair,SMB,Tier 2,West,Gujarat,200628.0,Electronics,Laptops,44004.26,5.0,0.15,9735.9
ORD-000860,30-04-2021,06-05-2021,Standard Class,CUST-00508,Anika,Patel,Corporate,Tier 1,West,Goa,752434.0,Furniture,Storage,21594.68,5.0,0.1,61.01
ORD-000861,09-01-2022,10-01-2022,Second Class,CUST-00214,Ananya,Sharma,Consumer,Tier 2,South,Telangana,662566.0,Grocery,Beverages,2190.23,3.0,0.0,418.11
ORD-000862,26-05-2019,01-06-2019,Second Class,CUST-00294,Isha,Gupta,SMB,Tier 2,East,Odisha,242411.0,Electronics,Accessories,31418.71,2.0,0.05,1667.68
ORD-000863,02-02-2020,06-02-2020,Same Day,CUST-00486,Vihaan,Patel,SMB,Village,North,Uttar Pradesh,254514.0,Clothing,Womenswear,462.17,1.0,0.1,32.36
ORD-000864,14-05-2021,16-05-2021,Second Class,CUST-00233,Diya,Bose,Corporate,Village,East,Odisha,130548.0,Clothing,Menswear,9916.15,4.0,0.5,668.55
ORD-000865,04-10-2023,05-10-2023,Second Class,CUST-00461,Isha,Reddy,SMB,Tier 1,West,Goa,535769.0,Electronics,Cameras,15811.86,2.0,0.1,3249.76
ORD-000866,21-04-2023,27-04-2023,First Class,CUST-00498,Ananya,Chatterjee,Consumer,Tier 1,West,Maharashtra,352042.0,Furniture,Storage,9950.17,2.0,0.1,3223.36
ORD-000867,19-12-2019,25-12-2019,Standard Class,CUST-00320,Vivaan,Das,SMB,Village,North,Punjab,275163.0,Clothing,Footwear,2046.85,4.0,0.3,190.1
ORD-000868,2021/09/29,30-09-2021,First Class,CUST-00299,Aadhya,Rao,Consumer,Tier 1,North,Rajasthan,691893.0,Grocery,Staples,141.75,1.0,0.0,30.47
ORD-000869,26-01-2022,01-02-2022,Same Day,CUST-00275,Rohan,Singh,Corporate,Tier 1,East,Jharkhand,710740.0,Clothing,Womenswear,1014.35,1.0,0.1,120.78
ORD-000870,13-04-2023,20-04-2023,Second Class,CUST-00361,Ishaan,Sharma,Consumer,Village,South,Karnataka,573867.0,Clothing,Kidswear,4566.86,3.0,0.15,765.46
ORD-000871,20-08-2023,27-08-2023,Standard Class,CUST-00421,Aadhya,Bose,SMB,Tier 2,North,Rajasthan,567781.0,Grocery,Snacks,392.54,1.0,0.5,48.32
ORD-000872,08-10-2022,12-10-2022,Second Class,CUST-00470,Myra,Patel,Corporate,Tier 1,North,Punjab,353570.0,Furniture,Tables,23434.08,4.0,0.0,4106.35
ORD-000873,16-08-2022,23-08-2022,Second Class,CUST-00568,Arjun,Singh,SMB,Tier 2,North,Punjab,439045.0,Electronics,Laptops,7364.96,1.0,0.0,1265.38
ORD-000874,20-07-2023,25-07-2023,Second Class,CUST-00292,Saanvi,Bose,Corporate,Tier 2,South,Andhra Pradesh,248908.0,Furniture,Tables,11961.69,2.0,0.0,1783.93
ORD-000875,03-08-2023,10-08-2023,Same Day,CUST-00142,Isha,Reddy,SMB,Tier 1,South,Telangana,404828.0,Grocery,Snacks,953.06,3.0,0.15,87.8
ORD-000876,21-02-2020,22-02-2020,Same Day,CUST-00327,Reyansh,Chatterjee,SMB,Tier 1,West,Madhya Pradesh,358997.0,Grocery,Staples,3148.63,5.0,0.05,504.5
ORD-000877,15-11-2019,22-11-2019,First Class,CUST-00510,Vihaan,Chatterjee,Consumer,Tier 1,South,Karnataka,,Clothing,Womenswear,2417.02,2.0,0.5,262.02
ORD-000878,20-09-2023,22-09-2023,First Class,CUST-00424,Rohan,Bose,Consumer,Tier 1,East,Bihar,394575.0,Electronics,Laptops,30282.37,2.0,0.1,2158.64
ORD-000879,02-06-2021,06-06-2021,Second Class,CUST-00540,Reyansh,Patel,Consumer,Tier 1,East,Jharkhand,816915.0,Electronics,Laptops,32171.76,3.0,0.5,4448.8
ORD-000880,01-09-2019,02-09-2019,Second Class,CUST-00478,Vivaan,Das,Consumer,Tier 2,North,Uttar Pradesh,882019.0,Grocery,Snacks,142.79,2.0,0.0,26.05
ORD-000881,05-05-2023,08-05-2023,First Class,CUST-00488,Priya,Verma,SMB,Tier 1,North,Delhi,628398.0,Grocery,Household,960.86,2.0,0.3,112.21
ORD-000882,30-07-2021,05-08-2021,Same Day,CUST-00032,Sai,Patel,SMB,Tier 1,North,Haryana,527416.0,Grocery,Household,920.0,2.0,0.15,123.93
ORD-000883,2023/08/05,09-08-2023,Second Class,CUST-00057,Krishna,Das,SMB,Tier 1,West,Maharashtra,622773.0,Furniture,Tables,8375.05,1.0,0.05,2305.7
ORD-000884,17-07-2020,24-07-2020,Standard Class,CUST-00544,Vivaan,Mukherjee,Consumer,Tier 1,North,Rajasthan,188321.0,Clothing,Womenswear,1905.48,2.0,0.1,251.78
ORD-000885,01-08-2022,03-08-2022,Second Class,CUST-00496,Vivaan,Das,Consumer,Tier 2,East,Jharkhand,651927.0,Furniture,Tables,7722.89,1.0,0.0,1228.53
ORD-000886,21-08-2023,27-08-2023,Second Class,CUST-00575,Vihaan,Menon,Consumer,Tier 1,North,Haryana,148512.0,Grocery,Staples,2305.03,4.0,0.0,164.85
ORD-000887,21-08-2023,22-08-2023,Same Day,CUST-00119,Isha,Joshi,SMB,Tier 1,North,Punjab,835733.0,Electronics,Mobiles,14152.65,1.0,0.15,1915.61
ORD-000888,19-02-2020,25-02-2020,Standard Class,CUST-00483,Isha,Singh,Corporate,Tier 2,East,Jharkhand,771439.0,Grocery,Snacks,1580.21,4.0,0.0,240.41
ORD-000889,27-07-2021,01-08-2021,Second Class,CUST-00278,Diya,Iyer,Consumer,Tier 1,West,Maharashtra,754372.0,Clothing,Kidswear,3386.65,3.0,0.2,604.82
ORD-000890,13-05-2023,16-05-2023,First Class,CUST-00253,Diya,Bose,Corporate,Tier 1,South,Karnataka,303717.0,Electronics,Cameras,23335.79,3.0,0.15,4914.68
